case_id,event_time
SYN-00659,2026-03-20
SYN-00660,2026-01-11
SYN-00660,2026-05-19
SYN-00660,2026-05-19
SYN-00661,2026-02-19
SYN-00661,2026-04-06
SYN-00661,2026-04-06
SYN-00662,2026-04-19
SYN-00662,2026-07-07
SYN-00662,2026-07-07
SYN-00663,2026-05-11
SYN-00663,2026-06-30
SYN-00663,2026-06-30
SYN-00664,2025-11-02
SYN-00664,2026-02-19
SYN-00664,2026-02-19
SYN-00665,2025-09-30
SYN-00665,2025-12-09
SYN-00665,2025-12-09
SYN-00666,2026-01-22
SYN-00666,2026-07-07
SYN-00666,2026-07-07
SYN-00667,2026-06-14
SYN-00667,2026-08-26
SYN-00667,2026-08-26
SYN-00668,2026-03-19
SYN-00668,2026-09-15
SYN-00668,2026-09-15
SYN-00669,2026-03-15
SYN-00669,2026-05-20
SYN-00669,2026-05-20
SYN-00670,2025-12-31
SYN-00670,2026-03-13
SYN-00670,2026-03-13
SYN-00671,2026-03-30
SYN-00671,2026-07-26
SYN-00671,2026-07-26
SYN-00672,2026-01-29
SYN-00672,2026-07-18
SYN-00672,2026-07-18
SYN-00673,2025-09-30
SYN-00673,2026-02-24
SYN-00673,2026-02-24
SYN-00674,2026-07-12
SYN-00674,2026-10-05
SYN-00674,2026-10-05
SYN-00675,2026-06-01
SYN-00675,2026-09-11
SYN-00675,2026-09-11
SYN-00676,2026-02-15
SYN-00676,2026-08-10
SYN-00676,2026-08-10
SYN-00677,2026-02-21
SYN-00677,2026-07-23
SYN-00677,2026-07-23
SYN-00677,2026-07-23
SYN-00678,2026-07-04
SYN-00678,2026-10-10
SYN-00678,2026-10-10
SYN-00679,2026-08-01
SYN-00679,2026-09-06
SYN-00679,2026-09-06
SYN-00680,2025-09-25
SYN-00680,2025-11-01
SYN-00680,2025-11-01
SYN-00681,2026-02-06
SYN-00681,2026-08-11
SYN-00681,2026-08-11
SYN-00682,2026-05-14
SYN-00682,2026-10-24
SYN-00682,2026-10-24
SYN-00683,2025-11-03
SYN-00683,2026-03-12
SYN-00683,2026-03-12
SYN-00684,2026-03-02
SYN-00684,2026-06-01
SYN-00684,2026-06-01
SYN-00685,2026-03-07
SYN-00685,2026-07-18
SYN-00685,2026-07-18
SYN-00686,2026-04-08
SYN-00686,2026-09-01
SYN-00686,2026-09-01
SYN-00687,2026-07-02
SYN-00687,2026-08-09
SYN-00687,2026-08-09
SYN-00688,2025-12-04
SYN-00688,2026-04-12
SYN-00688,2026-04-12
SYN-00689,2025-11-30
SYN-00689,2026-02-16
SYN-00689,2026-02-16
SYN-00690,2026-03-25
SYN-00690,2026-08-20
SYN-00690,2026-08-20
SYN-00691,2026-02-09
SYN-00691,2026-08-16
SYN-00691,2026-08-16
SYN-00692,2026-04-01
SYN-00692,2026-07-05
SYN-00692,2026-07-05
SYN-00693,2026-08-02
SYN-00693,2026-12-01
SYN-00693,2026-12-01
SYN-00694,2026-04-18
SYN-00694,2026-10-07
SYN-00694,2026-10-07
SYN-00695,2025-10-30
SYN-00695,2026-04-14
SYN-00695,2026-04-14
SYN-00696,2026-08-10
SYN-00696,2026-09-21
SYN-00696,2026-09-21
SYN-00697,2026-07-25
SYN-00697,2026-11-04
SYN-00697,2026-11-04
SYN-00698,2026-01-25
SYN-00698,2026-03-20
SYN-00698,2026-03-20
SYN-00699,2026-08-12
SYN-00699,2026-11-09
SYN-00699,2026-11-09
SYN-00700,2026-07-16
SYN-00701,2026-04-15
SYN-00701,2026-10-19
SYN-00701,2026-10-19
SYN-00702,2026-03-04
SYN-00702,2026-06-25
SYN-00702,2026-06-25
SYN-00703,2026-07-28
SYN-00703,2026-09-29
SYN-00703,2026-09-29
SYN-00704,2026-06-25
SYN-00704,2026-10-29
SYN-00704,2026-10-29
SYN-00704,2026-10-29
SYN-00705,2026-01-02
SYN-00705,2026-01-02
SYN-00705,2026-05-31
SYN-00705,2026-05-31
SYN-00706,2025-09-10
SYN-00706,2026-01-22
SYN-00706,2026-01-22
SYN-00707,2026-01-27
SYN-00707,2026-01-27
SYN-00707,2026-03-02
SYN-00707,2026-03-02
SYN-00708,2026-04-15
SYN-00708,2026-10-31
SYN-00708,2026-10-31
SYN-00709,2026-03-30
SYN-00709,2026-06-20
SYN-00709,2026-06-20
SYN-00710,2025-12-17
SYN-00710,2026-06-19
SYN-00710,2026-06-19
SYN-00711,2026-08-21
SYN-00711,2026-11-28
SYN-00711,2026-11-28
SYN-00712,2025-12-16
SYN-00712,2026-02-07
SYN-00712,2026-02-07
SYN-00713,2025-09-23
SYN-00713,2026-04-09
SYN-00713,2026-04-09
SYN-00713,2026-04-09
SYN-00714,2025-10-27
SYN-00714,2026-05-02
SYN-00714,2026-05-02
SYN-00715,2026-06-25
SYN-00715,2026-07-29
SYN-00715,2026-07-29
SYN-00716,2025-12-11
SYN-00716,2026-06-15
SYN-00716,2026-06-15
SYN-00717,2025-12-07
SYN-00717,2026-04-26
SYN-00717,2026-04-26
SYN-00718,2026-04-25
SYN-00718,2026-10-08
SYN-00718,2026-10-08
SYN-00719,2026-07-06
SYN-00719,2026-10-17
SYN-00719,2026-10-17
SYN-00720,2026-07-31
SYN-00720,2026-10-17
SYN-00720,2026-10-17
SYN-00721,2025-09-27
SYN-00721,2026-03-14
SYN-00721,2026-03-14
SYN-00722,2026-02-05
SYN-00722,2026-06-24
SYN-00722,2026-06-24
SYN-00723,2026-07-08
SYN-00723,2027-01-14
SYN-00723,2027-01-14
SYN-00724,2026-01-04
SYN-00724,2026-04-24
SYN-00724,2026-04-24
SYN-00725,2026-05-04
SYN-00725,2026-08-08
SYN-00725,2026-08-08
SYN-00726,2026-03-15
SYN-00726,2026-05-04
SYN-00726,2026-05-04
SYN-00727,2026-05-16
SYN-00727,2026-11-06
SYN-00727,2026-11-06
SYN-00728,2026-03-25
SYN-00728,2026-07-23
SYN-00728,2026-07-23
SYN-00728,2026-07-23
SYN-00729,2026-01-17
SYN-00729,2026-03-20
SYN-00729,2026-03-20
SYN-00730,2025-09-20
SYN-00730,2026-04-03
SYN-00730,2026-04-03
SYN-00731,2025-09-07
SYN-00731,2025-12-06
SYN-00731,2025-12-06
SYN-00732,2026-08-07
SYN-00733,2025-09-20
SYN-00733,2026-02-03
SYN-00733,2026-02-03
SYN-00734,2026-03-11
SYN-00734,2026-06-20
SYN-00734,2026-06-20
SYN-00735,2025-11-13
SYN-00735,2025-12-25
SYN-00735,2025-12-25
SYN-00736,2026-02-01
SYN-00736,2026-02-01
SYN-00736,2026-03-15
SYN-00736,2026-03-15
SYN-00737,2026-03-09
SYN-00737,2026-06-19
SYN-00737,2026-06-19
SYN-00738,2026-07-19
SYN-00738,2026-08-27
SYN-00738,2026-08-27
SYN-00739,2026-06-06
SYN-00739,2026-12-12
SYN-00739,2026-12-12
SYN-00740,2025-11-14
SYN-00740,2026-04-08
SYN-00740,2026-04-08
SYN-00741,2025-10-13
SYN-00741,2026-01-25
SYN-00741,2026-01-25
SYN-00742,2025-12-23
SYN-00742,2026-03-29
SYN-00742,2026-03-29
SYN-00743,2026-08-10
SYN-00743,2026-10-21
SYN-00743,2026-10-21
SYN-00744,2025-12-06
SYN-00744,2025-12-06
SYN-00744,2026-06-13
SYN-00744,2026-06-13
SYN-00745,2025-09-22
SYN-00745,2025-10-24
SYN-00745,2025-10-24
SYN-00746,2025-10-20
SYN-00746,2026-02-22
SYN-00746,2026-02-22
SYN-00747,2025-11-11
SYN-00747,2025-12-12
SYN-00747,2025-12-12
SYN-00748,2025-10-17
SYN-00748,2026-01-14
SYN-00748,2026-01-14
SYN-00749,2025-11-29
SYN-00749,2026-04-11
SYN-00749,2026-04-11
SYN-00750,2026-06-10
SYN-00750,2026-10-28
SYN-00750,2026-10-28
SYN-00751,2026-04-21
SYN-00751,2026-10-12
SYN-00751,2026-10-12
SYN-00752,2026-03-15
SYN-00752,2026-09-29
SYN-00752,2026-09-29
SYN-00753,2026-04-01
SYN-00753,2026-05-08
SYN-00753,2026-05-08
SYN-00754,2026-03-17
SYN-00754,2026-07-11
SYN-00754,2026-07-11
SYN-00755,2026-04-10
SYN-00755,2026-07-31
SYN-00755,2026-07-31
SYN-00755,2026-07-31
SYN-00756,2026-01-25
SYN-00756,2026-06-22
SYN-00756,2026-06-22
SYN-00757,2026-03-15
SYN-00757,2026-04-19
SYN-00757,2026-04-19
SYN-00758,2025-11-16
SYN-00758,2025-12-31
SYN-00758,2025-12-31
SYN-00759,2026-07-15
SYN-00759,2026-11-21
SYN-00759,2026-11-21
SYN-00760,2026-04-08
SYN-00760,2026-09-22
SYN-00760,2026-09-22
SYN-00761,2026-04-11
SYN-00761,2026-09-07
SYN-00761,2026-09-07
SYN-00762,2026-02-23
SYN-00762,2026-04-14
SYN-00762,2026-04-14
SYN-00763,2026-06-24
SYN-00763,2026-06-24
SYN-00763,2026-12-10
SYN-00763,2026-12-10
SYN-00764,2026-05-31
SYN-00764,2026-08-10
SYN-00764,2026-08-10
SYN-00765,2026-05-17
SYN-00765,2026-07-27
SYN-00765,2026-07-27
SYN-00766,2026-03-13
SYN-00766,2026-09-14
SYN-00766,2026-09-14
SYN-00767,2026-06-26
SYN-00767,2026-10-18
SYN-00767,2026-10-18
SYN-00768,2026-03-01
SYN-00768,2026-07-15
SYN-00768,2026-07-15
SYN-00769,2026-05-18
SYN-00769,2026-07-08
SYN-00769,2026-07-08
SYN-00769,2026-07-08
SYN-00770,2026-01-13
SYN-00770,2026-04-18
SYN-00770,2026-04-18
SYN-00771,2026-07-28
SYN-00771,2026-11-24
SYN-00771,2026-11-24
SYN-00772,2026-03-10
SYN-00772,2026-09-19
SYN-00772,2026-09-19
SYN-00773,2026-03-31
SYN-00773,2026-06-29
SYN-00773,2026-06-29
SYN-00774,2026-04-13
SYN-00774,2026-10-05
SYN-00774,2026-10-05
SYN-00775,2025-09-20
SYN-00775,2025-12-26
SYN-00775,2025-12-26
SYN-00775,2025-12-26
SYN-00776,2026-06-22
SYN-00776,2026-12-04
SYN-00776,2026-12-04
SYN-00777,2025-12-30
SYN-00777,2026-06-25
SYN-00777,2026-06-25
SYN-00778,2026-04-11
SYN-00778,2026-06-29
SYN-00778,2026-06-29
SYN-00779,2026-08-06
SYN-00779,2026-09-22
SYN-00779,2026-09-22
SYN-00780,2026-03-28
SYN-00780,2026-09-13
SYN-00780,2026-09-13
SYN-00781,2026-01-29
SYN-00781,2026-03-04
SYN-00781,2026-03-04
SYN-00782,2026-04-19
SYN-00782,2026-08-24
SYN-00782,2026-08-24
SYN-00783,2026-06-08
SYN-00783,2026-11-17
SYN-00783,2026-11-17
SYN-00784,2025-12-16
SYN-00784,2026-06-15
SYN-00784,2026-06-15
SYN-00785,2026-05-12
SYN-00785,2026-07-28
SYN-00785,2026-07-28
SYN-00786,2026-07-05
SYN-00786,2026-08-11
SYN-00786,2026-08-11
SYN-00787,2026-04-15
SYN-00787,2026-07-28
SYN-00787,2026-07-28
SYN-00788,2026-03-21
SYN-00788,2026-08-31
SYN-00788,2026-08-31
SYN-00789,2026-03-01
SYN-00789,2026-04-29
SYN-00789,2026-04-29
SYN-00790,2025-09-09
SYN-00790,2025-11-09
SYN-00790,2025-11-09
SYN-00791,2026-08-21
SYN-00791,2026-12-17
SYN-00791,2026-12-17
SYN-00792,2025-10-10
SYN-00792,2025-11-12
SYN-00792,2025-11-12
SYN-00793,2026-06-17
SYN-00793,2026-12-07
SYN-00793,2026-12-07
SYN-00793,2026-12-07
SYN-00794,2025-11-13
SYN-00794,2026-05-06
SYN-00794,2026-05-06
SYN-00795,2026-08-11
SYN-00796,2025-12-08
SYN-00796,2026-06-21
SYN-00796,2026-06-21
SYN-00797,2026-03-04
SYN-00797,2026-06-30
SYN-00797,2026-06-30
SYN-00798,2026-02-08
SYN-00798,2026-06-06
SYN-00798,2026-06-06
SYN-00799,2026-01-23
SYN-00799,2026-07-17
SYN-00799,2026-07-17
SYN-00800,2026-06-05
SYN-00800,2026-08-02
SYN-00800,2026-08-02
SYN-00801,2025-12-22
SYN-00801,2026-04-01
SYN-00801,2026-04-01
SYN-00802,2025-09-21
SYN-00802,2026-03-03
SYN-00802,2026-03-03
SYN-00803,2026-03-02
SYN-00803,2026-07-11
SYN-00803,2026-07-11
SYN-00804,2025-10-16
SYN-00804,2026-03-26
SYN-00804,2026-03-26
SYN-00805,2026-07-28
SYN-00805,2026-09-06
SYN-00805,2026-09-06
SYN-00806,2026-05-10
SYN-00806,2026-07-13
SYN-00806,2026-07-13
SYN-00807,2025-11-25
SYN-00807,2026-03-26
SYN-00807,2026-03-26
SYN-00808,2025-10-30
SYN-00808,2026-01-11
SYN-00808,2026-01-11
SYN-00809,2025-12-16
SYN-00809,2026-01-19
SYN-00809,2026-01-19
SYN-00810,2026-03-16
SYN-00810,2026-09-11
SYN-00810,2026-09-11
SYN-00811,2026-08-02
SYN-00811,2026-11-14
SYN-00811,2026-11-14
SYN-00812,2026-02-25
SYN-00812,2026-03-27
SYN-00812,2026-03-27
SYN-00813,2025-12-08
SYN-00813,2026-01-17
SYN-00813,2026-01-17
SYN-00814,2026-05-15
SYN-00814,2026-11-03
SYN-00814,2026-11-03
SYN-00815,2025-11-07
SYN-00815,2025-12-11
SYN-00815,2025-12-11
SYN-00816,2025-11-30
SYN-00816,2026-02-16
SYN-00816,2026-02-16
SYN-00817,2026-07-25
SYN-00818,2026-07-16
SYN-00818,2026-08-15
SYN-00818,2026-08-15
SYN-00819,2026-01-31
SYN-00819,2026-05-04
SYN-00819,2026-05-04
SYN-00820,2026-02-01
SYN-00820,2026-03-10
SYN-00820,2026-03-10
SYN-00821,2026-05-05
SYN-00821,2026-05-05
SYN-00821,2026-07-31
SYN-00821,2026-07-31
SYN-00822,2025-09-26
SYN-00822,2026-04-12
SYN-00822,2026-04-12
SYN-00823,2026-05-18
SYN-00823,2026-09-13
SYN-00823,2026-09-13
SYN-00824,2026-02-10
SYN-00824,2026-05-28
SYN-00824,2026-05-28
SYN-00825,2026-06-26
SYN-00825,2026-07-30
SYN-00825,2026-07-30
SYN-00826,2025-11-02
SYN-00826,2025-12-13
SYN-00826,2025-12-13
SYN-00826,2025-12-13
SYN-00827,2026-07-23
SYN-00827,2026-09-21
SYN-00827,2026-09-21
SYN-00828,2025-09-07
SYN-00828,2025-10-24
SYN-00828,2025-10-24
SYN-00829,2026-04-27
SYN-00829,2026-08-13
SYN-00829,2026-08-13
SYN-00830,2026-05-06
SYN-00830,2026-09-17
SYN-00830,2026-09-17
SYN-00831,2026-02-05
SYN-00831,2026-06-11
SYN-00831,2026-06-11
SYN-00832,2026-01-27
SYN-00832,2026-04-15
SYN-00832,2026-04-15
SYN-00833,2025-10-05
SYN-00833,2026-02-21
SYN-00833,2026-02-21
SYN-00834,2026-08-10
SYN-00834,2026-09-23
SYN-00834,2026-09-23
SYN-00835,2025-09-02
SYN-00835,2026-01-10
SYN-00835,2026-01-10
SYN-00835,2026-01-10
SYN-00836,2026-06-20
SYN-00836,2026-12-11
SYN-00836,2026-12-11
SYN-00837,2025-12-10
SYN-00837,2026-04-01
SYN-00837,2026-04-01
SYN-00838,2025-11-13
SYN-00838,2026-01-16
SYN-00838,2026-01-16
SYN-00839,2025-10-09
SYN-00839,2026-02-03
SYN-00839,2026-02-03
SYN-00840,2026-06-14
SYN-00840,2026-06-14
SYN-00840,2026-10-19
SYN-00840,2026-10-19
SYN-00841,2025-11-17
SYN-00841,2026-01-13
SYN-00841,2026-01-13
SYN-00842,2026-04-23
SYN-00842,2026-06-20
SYN-00842,2026-06-20
SYN-00843,2025-09-24
SYN-00843,2026-01-16
SYN-00843,2026-01-16
SYN-00844,2025-11-13
SYN-00844,2026-01-05
SYN-00844,2026-01-05
SYN-00845,2026-06-03
SYN-00845,2026-10-11
SYN-00845,2026-10-11
SYN-00846,2026-07-01
SYN-00846,2026-08-29
SYN-00846,2026-08-29
SYN-00847,2026-02-21
SYN-00847,2026-05-02
SYN-00847,2026-05-02
SYN-00848,2026-05-10
SYN-00848,2026-06-10
SYN-00848,2026-06-10
SYN-00849,2025-11-29
SYN-00849,2026-02-13
SYN-00849,2026-02-13
SYN-00850,2026-08-21
SYN-00850,2026-10-11
SYN-00850,2026-10-11
SYN-00851,2026-08-11
SYN-00851,2027-01-05
SYN-00851,2027-01-05
SYN-00852,2026-07-18
SYN-00852,2026-11-24
SYN-00852,2026-11-24
SYN-00853,2025-11-13
SYN-00853,2026-05-20
SYN-00853,2026-05-20
SYN-00854,2025-09-27
SYN-00854,2026-01-28
SYN-00854,2026-01-28
SYN-00855,2025-12-26
SYN-00855,2026-03-22
SYN-00855,2026-03-22
SYN-00856,2025-09-03
SYN-00856,2026-03-16
SYN-00856,2026-03-16
SYN-00857,2026-06-07
SYN-00857,2026-10-06
SYN-00857,2026-10-06
SYN-00858,2025-11-08
SYN-00858,2026-05-20
SYN-00858,2026-05-20
SYN-00859,2026-03-21
SYN-00859,2026-05-22
SYN-00859,2026-05-22
SYN-00860,2025-11-05
SYN-00860,2026-02-12
SYN-00860,2026-02-12
SYN-00861,2025-09-03
SYN-00861,2026-03-12
SYN-00861,2026-03-12
SYN-00862,2026-05-27
SYN-00862,2026-09-10
SYN-00862,2026-09-10
SYN-00863,2026-01-13
SYN-00863,2026-03-07
SYN-00863,2026-03-07
SYN-00864,2026-04-20
SYN-00864,2026-08-23
SYN-00864,2026-08-23
SYN-00865,2025-12-04
SYN-00865,2026-03-15
SYN-00865,2026-03-15
SYN-00866,2026-04-14
SYN-00866,2026-10-18
SYN-00866,2026-10-18
SYN-00867,2026-05-26
SYN-00867,2026-11-11
SYN-00867,2026-11-11
SYN-00868,2026-06-04
SYN-00868,2026-09-20
SYN-00868,2026-09-20
SYN-00869,2026-03-16
SYN-00869,2026-08-07
SYN-00869,2026-08-07
SYN-00870,2025-10-25
SYN-00870,2026-05-10
SYN-00870,2026-05-10
SYN-00871,2026-02-09
SYN-00871,2026-08-24
SYN-00871,2026-08-24
SYN-00872,2025-09-10
SYN-00872,2026-03-28
SYN-00872,2026-03-28
SYN-00873,2026-08-15
SYN-00873,2026-12-07
SYN-00873,2026-12-07
SYN-00874,2026-04-24
SYN-00874,2026-09-10
SYN-00874,2026-09-10
SYN-00875,2026-03-07
SYN-00875,2026-08-25
SYN-00875,2026-08-25
SYN-00876,2026-01-01
SYN-00876,2026-04-10
SYN-00876,2026-04-10
SYN-00877,2025-09-10
SYN-00877,2025-12-22
SYN-00877,2025-12-22
SYN-00878,2025-10-08
SYN-00878,2026-01-16
SYN-00878,2026-01-16
SYN-00879,2025-10-24
SYN-00879,2026-05-03
SYN-00879,2026-05-03
SYN-00880,2026-01-25
SYN-00880,2026-07-04
SYN-00880,2026-07-04
SYN-00881,2026-02-02
SYN-00881,2026-07-19
SYN-00881,2026-07-19
SYN-00882,2026-07-26
SYN-00882,2026-11-13
SYN-00882,2026-11-13
SYN-00883,2026-02-15
SYN-00883,2026-05-21
SYN-00883,2026-05-21
SYN-00884,2026-01-04
SYN-00884,2026-02-27
SYN-00884,2026-02-27
SYN-00885,2026-01-09
SYN-00885,2026-06-27
SYN-00885,2026-06-27
SYN-00886,2025-10-11
SYN-00886,2025-12-01
SYN-00886,2025-12-01
SYN-00887,2026-01-16
SYN-00887,2026-03-25
SYN-00887,2026-03-25
SYN-00888,2025-09-04
SYN-00888,2025-12-24
SYN-00888,2025-12-24
SYN-00889,2026-04-01
SYN-00889,2026-08-04
SYN-00889,2026-08-04
SYN-00890,2026-07-22
SYN-00890,2026-09-16
SYN-00890,2026-09-16
SYN-00891,2026-01-15
SYN-00891,2026-06-07
SYN-00891,2026-06-07
SYN-00892,2026-05-18
SYN-00892,2026-07-26
SYN-00892,2026-07-26
SYN-00893,2025-10-05
SYN-00893,2026-03-02
SYN-00893,2026-03-02
SYN-00894,2026-05-07
SYN-00894,2026-05-07
SYN-00894,2026-09-14
SYN-00894,2026-09-14
SYN-00895,2025-09-20
SYN-00895,2026-02-13
SYN-00895,2026-02-13
SYN-00896,2026-07-02
SYN-00896,2026-10-26
SYN-00896,2026-10-26
SYN-00897,2026-04-22
SYN-00897,2026-10-09
SYN-00897,2026-10-09
SYN-00898,2025-10-23
SYN-00898,2026-03-17
SYN-00898,2026-03-17
SYN-00899,2026-06-07
SYN-00899,2026-10-29
SYN-00899,2026-10-29
SYN-00899,2026-10-29
SYN-00900,2026-07-21
SYN-00901,2026-03-29
SYN-00901,2026-08-29
SYN-00901,2026-08-29
SYN-00901,2026-08-29
SYN-00902,2026-02-03
SYN-00902,2026-08-11
SYN-00902,2026-08-11
SYN-00903,2026-06-23
SYN-00903,2026-12-03
SYN-00903,2026-12-03
SYN-00904,2025-10-23
SYN-00904,2026-03-01
SYN-00904,2026-03-01
SYN-00905,2026-01-20
SYN-00905,2026-05-01
SYN-00905,2026-05-01
SYN-00906,2025-11-28
SYN-00906,2026-03-12
SYN-00906,2026-03-12
SYN-00907,2026-05-09
SYN-00907,2026-08-25
SYN-00907,2026-08-25
SYN-00908,2026-04-10
SYN-00908,2026-04-10
SYN-00908,2026-07-30
SYN-00908,2026-07-30
SYN-00909,2026-05-16
SYN-00909,2026-09-12
SYN-00909,2026-09-12
SYN-00910,2025-10-27
SYN-00910,2026-01-15
SYN-00910,2026-01-15
SYN-00910,2026-01-15
SYN-00911,2026-03-16
SYN-00911,2026-04-23
SYN-00911,2026-04-23
SYN-00912,2025-12-03
SYN-00912,2026-01-16
SYN-00912,2026-01-16
SYN-00913,2025-11-17
SYN-00913,2026-04-16
SYN-00913,2026-04-16
SYN-00914,2026-06-07
SYN-00914,2026-08-30
SYN-00914,2026-08-30
SYN-00915,2025-09-30
SYN-00915,2026-02-22
SYN-00915,2026-02-22
SYN-00916,2026-04-09
SYN-00916,2026-06-18
SYN-00916,2026-06-18
SYN-00917,2025-09-06
SYN-00917,2026-02-01
SYN-00917,2026-02-01
SYN-00918,2025-09-04
SYN-00918,2026-01-07
SYN-00918,2026-01-07
SYN-00919,2026-06-22
SYN-00919,2026-09-30
SYN-00919,2026-09-30
SYN-00920,2025-11-15
SYN-00920,2026-02-24
SYN-00920,2026-02-24
SYN-00921,2025-09-14
SYN-00921,2026-03-29
SYN-00921,2026-03-29
SYN-00921,2026-03-29
SYN-00922,2026-04-26
SYN-00922,2026-09-05
SYN-00922,2026-09-05
SYN-00923,2026-03-15
SYN-00923,2026-05-27
SYN-00923,2026-05-27
SYN-00924,2025-09-14
SYN-00924,2026-02-19
SYN-00924,2026-02-19
SYN-00925,2025-09-17
SYN-00925,2026-01-28
SYN-00925,2026-01-28
SYN-00926,2026-03-27
SYN-00926,2026-05-26
SYN-00926,2026-05-26
SYN-00927,2025-10-20
SYN-00927,2026-04-24
SYN-00927,2026-04-24
SYN-00928,2025-10-21
SYN-00928,2026-01-25
SYN-00928,2026-01-25
SYN-00929,2025-12-06
SYN-00929,2026-02-12
SYN-00929,2026-02-12
SYN-00930,2025-09-15
SYN-00930,2025-11-22
SYN-00930,2025-11-22
SYN-00931,2025-10-23
SYN-00931,2026-03-02
SYN-00931,2026-03-02
SYN-00932,2026-01-30
SYN-00932,2026-05-04
SYN-00932,2026-05-04
SYN-00933,2025-10-24
SYN-00933,2026-01-06
SYN-00933,2026-01-06
SYN-00934,2026-07-06
SYN-00934,2026-11-09
SYN-00934,2026-11-09
SYN-00935,2025-09-01
SYN-00935,2026-02-04
SYN-00935,2026-02-04
SYN-00936,2025-12-01
SYN-00936,2026-06-03
SYN-00936,2026-06-03
SYN-00937,2026-01-01
SYN-00937,2026-03-13
SYN-00937,2026-03-13
SYN-00938,2026-08-16
SYN-00938,2026-12-27
SYN-00938,2026-12-27
SYN-00939,2026-05-15
SYN-00939,2026-10-23
SYN-00939,2026-10-23
SYN-00940,2026-08-13
SYN-00940,2026-10-30
SYN-00940,2026-10-30
SYN-00941,2026-02-15
SYN-00941,2026-03-30
SYN-00941,2026-03-30
SYN-00942,2026-08-13
SYN-00942,2026-11-03
SYN-00942,2026-11-03
SYN-00943,2025-09-15
SYN-00943,2026-02-09
SYN-00943,2026-02-09
SYN-00944,2026-03-29
SYN-00944,2026-10-12
SYN-00944,2026-10-12
SYN-00945,2025-12-14
SYN-00945,2026-05-27
SYN-00945,2026-05-27
SYN-00946,2026-03-07
SYN-00946,2026-08-04
SYN-00946,2026-08-04
SYN-00947,2026-02-11
SYN-00947,2026-08-24
SYN-00947,2026-08-24
SYN-00948,2025-12-29
SYN-00948,2026-06-16
SYN-00948,2026-06-16
SYN-00949,2025-10-08
SYN-00949,2025-11-09
SYN-00949,2025-11-09
SYN-00950,2026-04-01
SYN-00950,2026-09-27
SYN-00950,2026-09-27
SYN-00951,2026-08-02
SYN-00951,2026-09-20
SYN-00951,2026-09-20
SYN-00952,2025-09-13
SYN-00952,2026-02-14
SYN-00952,2026-02-14
SYN-00953,2026-06-16
SYN-00953,2026-08-06
SYN-00953,2026-08-06
SYN-00954,2026-02-09
SYN-00954,2026-06-12
SYN-00954,2026-06-12
SYN-00955,2025-09-06
SYN-00955,2026-01-12
SYN-00955,2026-01-12
SYN-00956,2026-02-18
SYN-00956,2026-04-03
SYN-00956,2026-04-03
SYN-00957,2026-04-21
SYN-00957,2026-10-05
SYN-00957,2026-10-05
SYN-00958,2026-03-02
SYN-00958,2026-04-12
SYN-00958,2026-04-12
SYN-00959,2026-02-22
SYN-00959,2026-04-02
SYN-00959,2026-04-02
SYN-00960,2025-10-30
SYN-00960,2026-03-28
SYN-00960,2026-03-28
SYN-00961,2025-11-05
SYN-00961,2026-04-02
SYN-00961,2026-04-02
SYN-00962,2025-12-01
SYN-00962,2026-02-09
SYN-00962,2026-02-09
SYN-00963,2026-02-11
SYN-00963,2026-08-27
SYN-00963,2026-08-27
SYN-00964,2026-06-01
SYN-00964,2026-08-21
SYN-00964,2026-08-21
SYN-00965,2025-09-30
SYN-00965,2025-11-28
SYN-00965,2025-11-28
SYN-00966,2026-03-11
SYN-00966,2026-09-05
SYN-00966,2026-09-05
SYN-00967,2025-09-16
SYN-00967,2025-11-08
SYN-00967,2025-11-08
SYN-00968,2026-03-13
SYN-00968,2026-07-04
SYN-00968,2026-07-04
SYN-00969,2025-11-19
SYN-00969,2026-04-01
SYN-00969,2026-04-01
SYN-00970,2025-11-28
SYN-00970,2026-02-16
SYN-00970,2026-02-16
SYN-00971,2026-03-21
SYN-00971,2026-07-29
SYN-00971,2026-07-29
SYN-00972,2026-01-24
SYN-00972,2026-07-24
SYN-00972,2026-07-24
SYN-00973,2026-07-24
SYN-00974,2026-05-31
SYN-00974,2026-12-11
SYN-00974,2026-12-11
SYN-00975,2025-09-13
SYN-00975,2026-03-15
SYN-00975,2026-03-15
SYN-00976,2026-02-18
SYN-00976,2026-09-02
SYN-00976,2026-09-02
SYN-00977,2026-07-04
SYN-00977,2026-10-13
SYN-00977,2026-10-13
SYN-00978,2026-02-27
SYN-00978,2026-04-29
SYN-00978,2026-04-29
SYN-00978,2026-04-29
SYN-00979,2026-08-23
SYN-00979,2026-08-23
SYN-00979,2026-12-27
SYN-00979,2026-12-27
SYN-00980,2025-11-21
SYN-00980,2026-02-20
SYN-00980,2026-02-20
SYN-00981,2026-02-15
SYN-00981,2026-02-15
SYN-00981,2026-03-22
SYN-00981,2026-03-22
SYN-00982,2026-07-03
SYN-00982,2026-08-10
SYN-00982,2026-08-10
SYN-00983,2026-08-06
SYN-00984,2026-03-24
SYN-00984,2026-05-09
SYN-00984,2026-05-09
SYN-00985,2026-06-25
SYN-00985,2026-12-28
SYN-00985,2026-12-28
SYN-00986,2025-09-25
SYN-00986,2025-11-14
SYN-00986,2025-11-14
SYN-00986,2025-11-14
SYN-00987,2025-09-14
SYN-00987,2025-12-11
SYN-00987,2025-12-11
SYN-00988,2026-05-06
