case_id,stage,event_time
SYN-01007,결과_실패,2026-03-19
SYN-01008,제출,2025-10-05
SYN-01008,종결,2026-04-22
SYN-01008,결과_성공,2026-04-22
SYN-01009,제출,2026-04-04
SYN-01009,종결,2026-05-29
SYN-01009,결과_성공,2026-05-29
SYN-01010,제출,2026-05-07
SYN-01010,종결,2026-09-05
SYN-01010,결과_성공,2026-09-05
SYN-01011,제출,2026-05-21
SYN-01011,종결,2026-09-06
SYN-01011,결과_성공,2026-09-06
SYN-01012,제출,2025-10-16
SYN-01012,종결,2026-04-05
SYN-01012,결과_성공,2026-04-05
SYN-01013,제출,2026-01-13
SYN-01013,종결,2026-05-07
SYN-01013,결과_성공,2026-05-07
SYN-01014,제출,2026-01-07
SYN-01014,종결,2026-02-14
SYN-01014,결과_성공,2026-02-14
SYN-01014,종결,2026-02-14
SYN-01015,제출,2026-07-02
SYN-01015,종결,2026-11-08
SYN-01015,결과_성공,2026-11-08
SYN-01016,제출,2026-07-23
SYN-01016,종결,2026-09-04
SYN-01016,결과_성공,2026-09-04
SYN-01017,제출,2026-06-17
SYN-01017,종결,2026-08-06
SYN-01017,결과_성공,2026-08-06
SYN-01018,제출,2025-09-15
SYN-01018,종결,2026-01-03
SYN-01018,결과_성공,2026-01-03
SYN-01019,제출,2025-12-14
SYN-01019,종결,2026-02-07
SYN-01019,결과_성공,2026-02-07
SYN-01019,결과_성공,2026-02-07
SYN-01020,제출,2026-02-20
SYN-01020,종결,2026-05-23
SYN-01020,결과_성공,2026-05-23
SYN-01021,제출,2025-11-30
SYN-01021,종결,2026-05-26
SYN-01021,결과_성공,2026-05-26
SYN-01022,제출,2025-10-12
SYN-01022,종결,2025-12-17
SYN-01022,결과_성공,2025-12-17
SYN-01023,제출,2026-05-05
SYN-01023,종결,2026-07-16
SYN-01023,결과_성공,2026-07-16
SYN-01024,제출,2026-08-12
SYN-01024,종결,2026-09-21
SYN-01024,결과_성공,2026-09-21
SYN-01025,제출,2026-01-17
SYN-01025,종결,2026-05-08
SYN-01025,결과_성공,2026-05-08
SYN-01026,제출,2025-11-19
SYN-01026,종결,2026-01-08
SYN-01026,결과_성공,2026-01-08
SYN-01027,제출,2026-07-08
SYN-01027,종결,2026-09-24
SYN-01027,결과_성공,2026-09-24
SYN-01028,제출,2026-02-04
SYN-01028,종결,2026-06-10
SYN-01028,결과_성공,2026-06-10
SYN-01029,제출,2026-01-16
SYN-01029,종결,2026-07-17
SYN-01029,결과_성공,2026-07-17
SYN-01030,제출,2026-04-13
SYN-01030,제출,2026-04-13
SYN-01030,종결,2026-08-24
SYN-01030,결과_실패,2026-08-24
SYN-01031,제출,2026-05-14
SYN-01031,종결,2026-10-13
SYN-01031,결과_실패,2026-10-13
SYN-01032,제출,2026-03-05
SYN-01032,종결,2026-06-13
SYN-01032,결과_실패,2026-06-13
SYN-01033,제출,2026-05-25
SYN-01033,종결,2026-10-31
SYN-01033,결과_성공,2026-10-31
SYN-01034,제출,2026-02-18
SYN-01034,종결,2026-06-06
SYN-01034,결과_실패,2026-06-06
SYN-01035,제출,2026-01-11
SYN-01035,종결,2026-05-01
SYN-01035,결과_성공,2026-05-01
SYN-01036,제출,2026-06-05
SYN-01036,종결,2026-10-19
SYN-01036,결과_실패,2026-10-19
SYN-01037,제출,2025-10-10
SYN-01037,종결,2026-04-16
SYN-01037,결과_성공,2026-04-16
SYN-01038,제출,2025-10-05
SYN-01038,종결,2026-01-08
SYN-01038,결과_성공,2026-01-08
SYN-01039,제출,2026-05-27
SYN-01039,종결,2026-07-14
SYN-01039,결과_성공,2026-07-14
SYN-01040,제출,2026-06-26
SYN-01040,종결,2026-10-09
SYN-01040,결과_성공,2026-10-09
SYN-01041,제출,2025-11-03
SYN-01041,종결,2026-04-01
SYN-01041,결과_성공,2026-04-01
SYN-01042,제출,2026-03-28
SYN-01042,종결,2026-06-22
SYN-01042,결과_성공,2026-06-22
SYN-01043,제출,2026-03-17
SYN-01043,종결,2026-06-17
SYN-01043,결과_성공,2026-06-17
SYN-01044,제출,2026-01-15
SYN-01044,종결,2026-04-28
SYN-01044,결과_성공,2026-04-28
SYN-01045,제출,2025-10-20
SYN-01045,종결,2026-04-29
SYN-01045,결과_성공,2026-04-29
SYN-01046,제출,2025-09-08
SYN-01046,종결,2026-01-30
SYN-01046,결과_성공,2026-01-30
SYN-01046,결과_성공,2026-01-30
SYN-01047,제출,2025-11-14
SYN-01047,제출,2025-11-14
SYN-01047,종결,2026-04-13
SYN-01047,결과_성공,2026-04-13
SYN-01047,종결,2026-04-13
SYN-01048,제출,2026-04-29
SYN-01048,종결,2026-08-31
SYN-01048,결과_성공,2026-08-31
SYN-01049,제출,2025-09-14
SYN-01049,종결,2026-03-20
SYN-01049,결과_성공,2026-03-20
SYN-01050,제출,2025-10-12
SYN-01050,종결,2026-02-23
SYN-01050,결과_실패,2026-02-23
SYN-01051,제출,2026-03-09
SYN-01051,종결,2026-05-05
SYN-01051,결과_성공,2026-05-05
SYN-01052,제출,2025-10-31
SYN-01052,종결,2026-05-13
SYN-01052,결과_실패,2026-05-13
SYN-01053,제출,2025-10-24
SYN-01053,종결,2026-02-16
SYN-01053,결과_성공,2026-02-16
SYN-01054,제출,2025-09-02
SYN-01054,종결,2025-12-06
SYN-01054,결과_성공,2025-12-06
SYN-01055,제출,2025-09-15
SYN-01055,종결,2026-02-06
SYN-01055,결과_성공,2026-02-06
SYN-01056,제출,2026-05-10
SYN-01056,종결,2026-09-10
SYN-01056,결과_성공,2026-09-10
SYN-01057,제출,2025-11-29
SYN-01057,종결,2026-01-21
SYN-01057,결과_성공,2026-01-21
SYN-01058,제출,2025-11-01
SYN-01058,종결,2026-03-09
SYN-01058,결과_성공,2026-03-09
SYN-01059,제출,2026-01-14
SYN-01059,종결,2026-04-05
SYN-01059,결과_성공,2026-04-05
SYN-01060,제출,2026-04-15
SYN-01060,종결,2026-09-03
SYN-01060,결과_성공,2026-09-03
SYN-01061,제출,2026-04-20
SYN-01061,종결,2026-09-29
SYN-01061,결과_성공,2026-09-29
SYN-01062,제출,2026-01-28
SYN-01062,종결,2026-07-29
SYN-01062,결과_성공,2026-07-29
SYN-01063,제출,2026-01-13
SYN-01063,종결,2026-04-25
SYN-01063,결과_실패,2026-04-25
SYN-01064,제출,2025-10-16
SYN-01064,종결,2026-04-04
SYN-01064,결과_성공,2026-04-04
SYN-01065,제출,2026-07-16
SYN-01065,제출,2026-07-16
SYN-01065,종결,2026-09-23
SYN-01065,결과_성공,2026-09-23
SYN-01066,제출,2026-03-05
SYN-01066,종결,2026-08-07
SYN-01066,결과_실패,2026-08-07
SYN-01067,제출,2026-02-10
SYN-01067,종결,2026-08-03
SYN-01067,결과_성공,2026-08-03
SYN-01068,제출,2026-04-30
SYN-01068,종결,2026-09-10
SYN-01068,결과_성공,2026-09-10
SYN-01069,제출,2026-07-02
SYN-01069,종결,2026-08-08
SYN-01069,결과_성공,2026-08-08
SYN-01070,제출,2026-03-15
SYN-01070,종결,2026-05-15
SYN-01070,결과_실패,2026-05-15
SYN-01071,제출,2025-12-15
SYN-01071,종결,2026-03-16
SYN-01071,결과_성공,2026-03-16
SYN-01072,제출,2026-03-01
SYN-01072,종결,2026-04-30
SYN-01072,결과_실패,2026-04-30
SYN-01073,제출,2026-01-06
SYN-01073,종결,2026-07-10
SYN-01073,결과_성공,2026-07-10
SYN-01074,제출,2026-06-19
SYN-01074,종결,2026-09-02
SYN-01074,결과_성공,2026-09-02
SYN-01074,결과_성공,2026-09-02
SYN-01075,제출,2026-07-14
SYN-01075,종결,2026-12-26
SYN-01075,결과_성공,2026-12-26
SYN-01076,제출,2025-12-27
SYN-01076,종결,2026-04-25
SYN-01076,결과_성공,2026-04-25
SYN-01077,제출,2026-03-06
SYN-01077,종결,2026-08-28
SYN-01077,결과_성공,2026-08-28
SYN-01078,제출,2026-04-21
SYN-01078,종결,2026-09-28
SYN-01078,결과_성공,2026-09-28
SYN-01079,제출,2026-08-01
SYN-01079,종결,2026-10-19
SYN-01079,결과_성공,2026-10-19
SYN-01079,종결,2026-10-19
SYN-01080,제출,2025-10-06
SYN-01080,종결,2026-04-15
SYN-01080,결과_성공,2026-04-15
SYN-01081,제출,2026-01-29
SYN-01081,종결,2026-08-11
SYN-01081,결과_실패,2026-08-11
SYN-01081,결과_실패,2026-08-11
SYN-01082,제출,2025-12-17
SYN-01082,종결,2026-02-20
SYN-01082,결과_성공,2026-02-20
SYN-01083,제출,2026-07-01
SYN-01083,종결,2026-10-23
SYN-01083,결과_성공,2026-10-23
SYN-01084,제출,2025-10-29
SYN-01084,종결,2026-04-19
SYN-01084,결과_성공,2026-04-19
SYN-01085,제출,2026-06-04
SYN-01085,종결,2026-09-17
SYN-01085,결과_성공,2026-09-17
SYN-01086,제출,2025-12-25
SYN-01086,종결,2026-07-01
SYN-01086,결과_실패,2026-07-01
SYN-01087,제출,2026-02-28
SYN-01087,제출,2026-02-28
SYN-01087,종결,2026-07-02
SYN-01087,결과_성공,2026-07-02
SYN-01088,제출,2026-03-21
SYN-01088,종결,2026-08-18
SYN-01088,결과_실패,2026-08-18
SYN-01089,제출,2026-02-15
SYN-01089,종결,2026-05-24
SYN-01089,결과_성공,2026-05-24
SYN-01090,제출,2026-02-23
SYN-01090,종결,2026-06-04
SYN-01090,결과_성공,2026-06-04
SYN-01091,제출,2026-07-27
SYN-01091,종결,2026-09-28
SYN-01091,결과_성공,2026-09-28
SYN-01092,제출,2026-05-04
SYN-01092,종결,2026-09-01
SYN-01092,결과_성공,2026-09-01
SYN-01093,제출,2026-08-25
SYN-01093,종결,2026-10-20
SYN-01093,결과_성공,2026-10-20
SYN-01094,제출,2026-07-12
SYN-01094,종결,2026-09-10
SYN-01094,결과_실패,2026-09-10
SYN-01095,제출,2026-03-05
SYN-01095,종결,2026-05-04
SYN-01095,결과_성공,2026-05-04
SYN-01096,제출,2026-02-18
SYN-01096,종결,2026-08-31
SYN-01096,결과_성공,2026-08-31
SYN-01097,제출,2026-05-05
SYN-01097,종결,2026-11-18
SYN-01097,결과_성공,2026-11-18
SYN-01098,제출,2026-08-03
SYN-01098,종결,2026-09-29
SYN-01098,결과_성공,2026-09-29
SYN-01099,제출,2026-07-14
SYN-01099,종결,2026-08-28
SYN-01099,결과_성공,2026-08-28
SYN-01100,제출,2026-06-27
SYN-01100,종결,2026-08-13
SYN-01100,결과_성공,2026-08-13
SYN-01101,제출,2025-10-08
SYN-01101,종결,2025-11-24
SYN-01101,결과_성공,2025-11-24
SYN-01102,제출,2026-06-26
SYN-01102,종결,2026-11-22
SYN-01102,결과_성공,2026-11-22
SYN-01103,제출,2026-07-29
SYN-01103,종결,2026-12-03
SYN-01103,결과_성공,2026-12-03
SYN-01103,결과_성공,2026-12-03
SYN-01104,제출,2026-05-08
SYN-01104,종결,2026-07-10
SYN-01104,결과_성공,2026-07-10
SYN-01105,제출,2025-10-13
SYN-01105,종결,2026-03-29
SYN-01105,결과_실패,2026-03-29
SYN-01106,제출,2026-05-20
SYN-01106,종결,2026-09-22
SYN-01106,결과_실패,2026-09-22
SYN-01107,제출,2025-11-24
SYN-01107,종결,2026-02-13
SYN-01107,결과_성공,2026-02-13
SYN-01108,제출,2026-06-22
SYN-01108,종결,2027-01-07
SYN-01108,결과_성공,2027-01-07
SYN-01109,제출,2026-02-11
SYN-01109,종결,2026-03-29
SYN-01109,결과_실패,2026-03-29
SYN-01110,제출,2025-12-04
SYN-01110,종결,2026-02-08
SYN-01110,결과_성공,2026-02-08
SYN-01111,제출,2026-04-27
SYN-01111,종결,2026-06-25
SYN-01111,결과_성공,2026-06-25
SYN-01112,제출,2026-03-15
SYN-01112,종결,2026-09-05
SYN-01112,결과_성공,2026-09-05
SYN-01113,제출,2025-11-25
SYN-01113,종결,2026-05-31
SYN-01113,결과_성공,2026-05-31
SYN-01114,제출,2026-02-24
SYN-01114,종결,2026-08-10
SYN-01114,결과_성공,2026-08-10
SYN-01114,결과_성공,2026-08-10
SYN-01115,제출,2026-04-07
SYN-01115,종결,2026-08-30
SYN-01115,결과_성공,2026-08-30
SYN-01116,제출,2026-08-24
SYN-01116,종결,2027-01-09
SYN-01116,결과_실패,2027-01-09
SYN-01117,제출,2025-10-02
SYN-01117,종결,2026-02-26
SYN-01117,결과_성공,2026-02-26
SYN-01118,제출,2025-09-27
SYN-01118,종결,2026-01-11
SYN-01118,결과_성공,2026-01-11
SYN-01119,제출,2026-01-10
SYN-01119,종결,2026-06-26
SYN-01119,결과_성공,2026-06-26
SYN-01120,제출,2026-02-16
SYN-01120,종결,2026-03-20
SYN-01120,결과_실패,2026-03-20
SYN-01121,제출,2026-07-19
SYN-01121,종결,2026-11-09
SYN-01121,결과_성공,2026-11-09
SYN-01122,제출,2026-01-24
SYN-01122,종결,2026-03-19
SYN-01122,결과_성공,2026-03-19
SYN-01123,제출,2026-05-29
SYN-01123,종결,2026-07-20
SYN-01123,결과_성공,2026-07-20
SYN-01124,제출,2026-03-22
SYN-01124,종결,2026-06-14
SYN-01124,결과_실패,2026-06-14
SYN-01125,제출,2026-04-05
SYN-01125,종결,2026-09-27
SYN-01125,결과_성공,2026-09-27
SYN-01126,제출,2026-05-08
SYN-01126,종결,2026-11-06
SYN-01126,결과_성공,2026-11-06
SYN-01127,제출,2026-06-21
SYN-01127,종결,2026-10-12
SYN-01127,결과_성공,2026-10-12
SYN-01128,제출,2026-04-02
SYN-01128,종결,2026-06-24
SYN-01128,결과_성공,2026-06-24
SYN-01129,제출,2026-01-25
SYN-01129,종결,2026-05-09
SYN-01129,결과_실패,2026-05-09
SYN-01130,제출,2025-09-26
SYN-01130,종결,2026-03-20
SYN-01130,결과_실패,2026-03-20
SYN-01130,종결,2026-03-20
SYN-01131,제출,2026-03-20
SYN-01131,종결,2026-06-01
SYN-01131,결과_실패,2026-06-01
SYN-01132,제출,2026-04-24
SYN-01132,종결,2026-10-21
SYN-01132,결과_성공,2026-10-21
SYN-01133,제출,2026-04-21
SYN-01133,종결,2026-10-25
SYN-01133,결과_성공,2026-10-25
SYN-01134,제출,2026-01-05
SYN-01134,종결,2026-05-26
SYN-01134,결과_실패,2026-05-26
SYN-01135,제출,2026-04-23
SYN-01135,종결,2026-09-03
SYN-01135,결과_성공,2026-09-03
SYN-01135,종결,2026-09-03
SYN-01136,제출,2026-05-25
SYN-01136,종결,2026-07-09
SYN-01136,결과_성공,2026-07-09
SYN-01137,제출,2025-09-06
SYN-01137,종결,2025-11-16
SYN-01137,결과_성공,2025-11-16
SYN-01138,제출,2025-11-01
SYN-01138,종결,2025-12-11
SYN-01138,결과_실패,2025-12-11
SYN-01139,제출,2025-10-21
SYN-01139,종결,2026-03-01
SYN-01139,결과_성공,2026-03-01
SYN-01140,제출,2026-02-13
SYN-01140,종결,2026-08-15
SYN-01140,결과_성공,2026-08-15
SYN-01141,제출,2025-12-30
SYN-01141,종결,2026-04-02
SYN-01141,결과_실패,2026-04-02
SYN-01142,제출,2026-06-07
SYN-01142,종결,2026-10-25
SYN-01142,결과_실패,2026-10-25
SYN-01143,제출,2026-05-24
SYN-01143,종결,2026-07-11
SYN-01143,결과_성공,2026-07-11
SYN-01144,제출,2026-07-20
SYN-01144,종결,2026-12-08
SYN-01144,결과_성공,2026-12-08
SYN-01145,제출,2026-02-22
SYN-01145,종결,2026-06-01
SYN-01145,결과_성공,2026-06-01
SYN-01146,제출,2026-04-11
SYN-01146,종결,2026-10-15
SYN-01146,결과_성공,2026-10-15
SYN-01147,제출,2026-05-09
SYN-01147,종결,2026-06-20
SYN-01147,결과_성공,2026-06-20
SYN-01148,제출,2025-11-04
SYN-01148,종결,2026-03-19
SYN-01148,결과_성공,2026-03-19
SYN-01149,제출,2026-03-08
SYN-01149,종결,2026-07-25
SYN-01149,결과_성공,2026-07-25
SYN-01150,제출,2025-10-18
SYN-01150,종결,2025-12-23
SYN-01150,결과_성공,2025-12-23
SYN-01151,제출,2025-10-12
SYN-01151,종결,2026-01-17
SYN-01151,결과_성공,2026-01-17
SYN-01152,제출,2026-08-01
SYN-01152,종결,2026-09-15
SYN-01152,결과_성공,2026-09-15
SYN-01153,제출,2026-05-04
SYN-01153,종결,2026-07-13
SYN-01153,결과_성공,2026-07-13
SYN-01154,제출,2026-07-21
SYN-01155,제출,2026-01-15
SYN-01155,종결,2026-03-11
SYN-01155,결과_실패,2026-03-11
SYN-01156,제출,2026-03-25
SYN-01156,종결,2026-07-18
SYN-01156,결과_성공,2026-07-18
SYN-01157,제출,2026-07-18
SYN-01157,종결,2026-10-21
SYN-01157,결과_실패,2026-10-21
SYN-01158,제출,2026-08-24
SYN-01159,제출,2026-01-31
SYN-01159,제출,2026-01-31
SYN-01159,종결,2026-05-29
SYN-01159,결과_성공,2026-05-29
SYN-01160,제출,2026-04-25
SYN-01160,종결,2026-09-15
SYN-01160,결과_성공,2026-09-15
SYN-01161,제출,2026-06-16
SYN-01161,종결,2026-09-23
SYN-01161,결과_성공,2026-09-23
SYN-01162,제출,2025-11-11
SYN-01162,종결,2026-04-17
SYN-01162,결과_실패,2026-04-17
SYN-01163,제출,2026-03-21
SYN-01163,종결,2026-06-19
SYN-01163,결과_실패,2026-06-19
SYN-01164,제출,2025-12-03
SYN-01164,종결,2026-02-22
SYN-01164,결과_실패,2026-02-22
SYN-01165,제출,2025-10-28
SYN-01165,종결,2026-01-05
SYN-01165,결과_성공,2026-01-05
SYN-01166,제출,2025-09-28
SYN-01166,종결,2026-04-03
SYN-01166,결과_성공,2026-04-03
SYN-01167,제출,2025-11-13
SYN-01167,종결,2025-12-14
SYN-01167,결과_성공,2025-12-14
SYN-01168,제출,2025-09-22
SYN-01168,종결,2026-04-03
SYN-01168,결과_성공,2026-04-03
SYN-01169,제출,2025-11-13
SYN-01169,종결,2026-04-24
SYN-01169,결과_성공,2026-04-24
SYN-01170,제출,2026-05-15
SYN-01170,종결,2026-08-15
SYN-01170,결과_성공,2026-08-15
SYN-01171,제출,2026-05-10
SYN-01171,종결,2026-09-18
SYN-01171,결과_성공,2026-09-18
SYN-01172,제출,2026-04-07
SYN-01172,종결,2026-08-21
SYN-01172,결과_성공,2026-08-21
SYN-01173,제출,2026-03-14
SYN-01173,종결,2026-08-22
SYN-01173,결과_성공,2026-08-22
SYN-01174,제출,2025-09-05
SYN-01174,종결,2026-01-16
SYN-01174,결과_실패,2026-01-16
SYN-01175,제출,2026-05-11
SYN-01175,종결,2026-06-17
SYN-01175,결과_성공,2026-06-17
SYN-01176,제출,2026-02-14
SYN-01176,종결,2026-06-15
SYN-01176,결과_실패,2026-06-15
SYN-01177,제출,2025-12-13
SYN-01177,종결,2026-04-06
SYN-01177,결과_실패,2026-04-06
SYN-01178,제출,2026-03-17
SYN-01178,종결,2026-09-08
SYN-01178,결과_성공,2026-09-08
SYN-01179,제출,2025-12-24
SYN-01179,종결,2026-02-26
SYN-01179,결과_성공,2026-02-26
SYN-01180,제출,2026-07-06
SYN-01180,종결,2026-11-13
SYN-01180,결과_성공,2026-11-13
SYN-01181,제출,2025-11-16
SYN-01181,종결,2026-05-28
SYN-01181,결과_성공,2026-05-28
SYN-01182,제출,2025-10-14
SYN-01182,종결,2026-03-16
SYN-01182,결과_실패,2026-03-16
SYN-01183,제출,2026-07-03
SYN-01183,종결,2026-10-21
SYN-01183,결과_성공,2026-10-21
SYN-01184,제출,2025-09-15
SYN-01184,종결,2025-12-12
SYN-01184,결과_성공,2025-12-12
SYN-01185,제출,2025-10-03
SYN-01185,종결,2026-01-09
SYN-01185,결과_실패,2026-01-09
SYN-01186,제출,2026-03-17
SYN-01186,종결,2026-09-10
SYN-01186,결과_성공,2026-09-10
SYN-01187,제출,2025-10-30
SYN-01187,종결,2025-12-17
SYN-01187,결과_성공,2025-12-17
SYN-01188,제출,2026-03-16
SYN-01188,종결,2026-05-10
SYN-01188,결과_실패,2026-05-10
SYN-01189,제출,2025-12-17
SYN-01189,종결,2026-03-06
SYN-01189,결과_성공,2026-03-06
SYN-01190,제출,2025-11-26
SYN-01190,제출,2025-11-26
SYN-01190,종결,2026-06-01
SYN-01190,결과_성공,2026-06-01
SYN-01191,제출,2026-03-27
SYN-01191,종결,2026-05-09
SYN-01191,결과_성공,2026-05-09
SYN-01192,제출,2026-05-07
SYN-01192,종결,2026-09-02
SYN-01192,결과_성공,2026-09-02
SYN-01192,종결,2026-09-02
SYN-01193,제출,2026-05-14
SYN-01193,종결,2026-08-04
SYN-01193,결과_실패,2026-08-04
SYN-01194,제출,2026-05-06
SYN-01194,종결,2026-10-23
SYN-01194,결과_성공,2026-10-23
SYN-01195,제출,2026-02-19
SYN-01195,종결,2026-05-11
SYN-01195,결과_실패,2026-05-11
SYN-01196,제출,2026-05-06
SYN-01196,종결,2026-06-27
SYN-01196,결과_성공,2026-06-27
SYN-01197,제출,2026-08-16
SYN-01197,종결,2026-10-20
SYN-01197,결과_성공,2026-10-20
SYN-01198,제출,2025-09-05
SYN-01198,종결,2026-02-06
SYN-01198,결과_성공,2026-02-06
SYN-01199,제출,2026-07-25
SYN-01199,종결,2026-12-02
SYN-01199,결과_성공,2026-12-02
SYN-01200,제출,2025-11-25
SYN-01200,종결,2026-04-15
SYN-01200,결과_성공,2026-04-15
SYN-01201,제출,2026-01-25
SYN-01201,종결,2026-07-08
SYN-01201,결과_성공,2026-07-08
SYN-01202,제출,2025-12-15
SYN-01202,종결,2026-06-09
SYN-01202,결과_실패,2026-06-09
SYN-01203,제출,2026-03-29
SYN-01203,종결,2026-06-03
SYN-01203,결과_실패,2026-06-03
SYN-01204,제출,2026-03-28
SYN-01204,종결,2026-08-03
SYN-01204,결과_성공,2026-08-03
SYN-01205,제출,2026-02-05
SYN-01205,종결,2026-08-03
SYN-01205,결과_성공,2026-08-03
SYN-01206,제출,2026-02-24
SYN-01206,종결,2026-05-02
SYN-01206,결과_실패,2026-05-02
SYN-01207,제출,2026-01-10
SYN-01207,종결,2026-06-05
SYN-01207,결과_성공,2026-06-05
SYN-01208,제출,2025-12-14
SYN-01208,종결,2026-02-20
SYN-01208,결과_성공,2026-02-20
SYN-01209,제출,2025-10-04
SYN-01209,종결,2026-04-20
SYN-01209,결과_성공,2026-04-20
SYN-01210,제출,2025-12-28
SYN-01210,종결,2026-02-01
SYN-01210,결과_성공,2026-02-01
SYN-01211,제출,2026-05-14
SYN-01211,종결,2026-11-12
SYN-01211,결과_성공,2026-11-12
SYN-01212,제출,2026-06-06
SYN-01212,종결,2026-11-24
SYN-01212,결과_성공,2026-11-24
SYN-01213,제출,2025-10-17
SYN-01213,종결,2026-04-01
SYN-01213,결과_성공,2026-04-01
SYN-01214,제출,2026-07-31
SYN-01215,제출,2026-03-30
SYN-01215,종결,2026-05-30
SYN-01215,결과_성공,2026-05-30
SYN-01216,제출,2026-04-12
SYN-01216,종결,2026-09-29
SYN-01216,결과_실패,2026-09-29
SYN-01217,제출,2026-05-06
SYN-01217,제출,2026-05-06
SYN-01217,종결,2026-07-22
SYN-01217,결과_성공,2026-07-22
SYN-01218,제출,2026-01-26
SYN-01218,종결,2026-03-12
SYN-01218,결과_성공,2026-03-12
SYN-01219,제출,2026-01-31
SYN-01219,종결,2026-04-06
SYN-01219,결과_실패,2026-04-06
SYN-01220,제출,2026-02-03
SYN-01220,종결,2026-05-13
SYN-01220,결과_성공,2026-05-13
SYN-01221,제출,2026-02-21
SYN-01221,종결,2026-03-31
SYN-01221,결과_성공,2026-03-31
SYN-01222,제출,2026-04-03
SYN-01222,종결,2026-09-02
SYN-01222,결과_실패,2026-09-02
SYN-01223,제출,2026-04-24
SYN-01223,종결,2026-07-17
SYN-01223,결과_실패,2026-07-17
SYN-01224,제출,2026-06-04
SYN-01224,종결,2026-08-08
SYN-01224,결과_성공,2026-08-08
SYN-01225,제출,2025-11-11
SYN-01225,종결,2026-03-21
SYN-01225,결과_성공,2026-03-21
SYN-01226,제출,2025-09-12
SYN-01226,종결,2026-01-07
SYN-01226,결과_실패,2026-01-07
SYN-01227,제출,2025-09-17
SYN-01227,종결,2026-03-31
SYN-01227,결과_성공,2026-03-31
SYN-01228,제출,2026-02-22
SYN-01228,종결,2026-08-20
SYN-01228,결과_실패,2026-08-20
SYN-01229,제출,2026-02-15
SYN-01229,종결,2026-03-31
SYN-01229,결과_성공,2026-03-31
SYN-01230,제출,2026-01-16
SYN-01230,종결,2026-08-02
SYN-01230,결과_실패,2026-08-02
SYN-01231,제출,2026-08-12
SYN-01232,제출,2026-04-22
SYN-01232,종결,2026-06-24
SYN-01232,결과_성공,2026-06-24
SYN-01233,제출,2026-01-14
SYN-01233,종결,2026-05-09
SYN-01233,결과_성공,2026-05-09
SYN-01234,제출,2025-09-05
SYN-01234,종결,2026-01-05
SYN-01234,결과_실패,2026-01-05
SYN-01234,종결,2026-01-05
SYN-01235,제출,2025-09-09
SYN-01235,종결,2026-02-17
SYN-01235,결과_실패,2026-02-17
SYN-01236,제출,2025-12-06
SYN-01236,종결,2026-03-29
SYN-01236,결과_실패,2026-03-29
SYN-01237,제출,2026-03-06
SYN-01237,종결,2026-04-17
SYN-01237,결과_성공,2026-04-17
SYN-01238,제출,2026-04-19
SYN-01238,종결,2026-08-30
SYN-01238,결과_성공,2026-08-30
SYN-01239,제출,2026-05-10
SYN-01239,종결,2026-07-10
SYN-01239,결과_실패,2026-07-10
SYN-01240,제출,2025-12-08
SYN-01240,종결,2026-03-29
SYN-01240,결과_성공,2026-03-29
SYN-01241,제출,2026-06-21
SYN-01241,종결,2026-12-22
SYN-01241,결과_성공,2026-12-22
SYN-01242,제출,2026-01-13
SYN-01242,종결,2026-03-08
SYN-01242,결과_성공,2026-03-08
SYN-01243,제출,2025-09-09
SYN-01243,종결,2026-02-14
SYN-01243,결과_성공,2026-02-14
SYN-01244,제출,2026-05-29
SYN-01244,종결,2026-08-08
SYN-01244,결과_성공,2026-08-08
SYN-01245,제출,2026-08-25
SYN-01246,제출,2026-04-09
SYN-01246,종결,2026-10-24
SYN-01246,결과_성공,2026-10-24
SYN-01247,제출,2025-12-16
SYN-01247,종결,2026-01-30
SYN-01247,결과_성공,2026-01-30
SYN-01248,제출,2026-03-04
SYN-01248,종결,2026-07-31
SYN-01248,결과_성공,2026-07-31
SYN-01249,제출,2025-09-11
SYN-01249,종결,2025-11-17
SYN-01249,결과_성공,2025-11-17
SYN-01250,제출,2026-01-21
SYN-01250,종결,2026-05-31
SYN-01250,결과_성공,2026-05-31
SYN-01251,제출,2025-11-13
SYN-01251,종결,2026-05-01
SYN-01251,결과_성공,2026-05-01
SYN-01252,제출,2025-11-01
SYN-01252,종결,2025-12-31
SYN-01252,결과_성공,2025-12-31
SYN-01253,제출,2026-01-16
SYN-01253,종결,2026-04-29
SYN-01253,결과_성공,2026-04-29
SYN-01254,제출,2026-02-08
SYN-01254,종결,2026-04-28
SYN-01254,결과_성공,2026-04-28
SYN-01255,제출,2025-09-16
SYN-01255,종결,2025-12-26
SYN-01255,결과_실패,2025-12-26
SYN-01256,제출,2025-12-27
SYN-01256,종결,2026-02-25
SYN-01256,결과_성공,2026-02-25
SYN-01257,제출,2026-08-19
SYN-01258,제출,2026-02-19
SYN-01258,종결,2026-04-25
SYN-01258,결과_성공,2026-04-25
SYN-01258,결과_성공,2026-04-25
SYN-01259,제출,2026-05-02
SYN-01259,종결,2026-10-05
SYN-01259,결과_성공,2026-10-05
SYN-01260,제출,2026-03-07
SYN-01260,종결,2026-07-22
SYN-01260,결과_성공,2026-07-22
SYN-01261,제출,2026-04-26
SYN-01261,종결,2026-09-19
SYN-01261,결과_성공,2026-09-19
SYN-01262,제출,2026-04-06
SYN-01262,종결,2026-07-23
SYN-01262,결과_실패,2026-07-23
SYN-01263,제출,2026-06-24
SYN-01263,종결,2026-12-03
